bookmaker,league,market,subject,label,line,odds,impl_prb
BetOnline,NBA,Rebounds,Jabari Smith,Under,6.5,1.88,0.5319
Bovada,NBA,Rebounds,Jabari Smith,Under,6.5,1.83,0.5464
Dabble,NBA,Rebounds,Justin Champagnie,Over,5.5,1.83,0.5464
PrizePicks,NBA,Rebounds,Justin Champagnie,Over,5.5,1.85,0.5405
Sleeper,NBA,Rebounds,Justin Champagnie,Over,5.5,1.72,0.5814
Underdog,NBA,Rebounds,Justin Champagnie,Over,5.5,1.82,0.5495
Fliff,NBA,Rebounds,Justin Champagnie,Over,5.5,1.74,0.5747
Pinnacle,NBA,Rebounds,Justin Champagnie,Over,5.5,1.79,0.5587
Bovada,NBA,Rebounds,Justin Champagnie,Over,5.5,1.8,0.5556
Dabble,NBA,Rebounds,Justin Champagnie,Under,5.5,1.83,0.5464
PrizePicks,NBA,Rebounds,Justin Champagnie,Under,5.5,1.85,0.5405
Sleeper,NBA,Rebounds,Justin Champagnie,Under,5.5,1.81,0.5525
Underdog,NBA,Rebounds,Justin Champagnie,Under,5.5,1.82,0.5495
Fliff,NBA,Rebounds,Justin Champagnie,Under,5.5,1.87,0.5348
Pinnacle,NBA,Rebounds,Justin Champagnie,Under,5.5,1.95,0.5128
Bovada,NBA,Rebounds,Justin Champagnie,Under,5.5,1.95,0.5128
Sleeper,NBA,Rebounds,Shai Gilgeous-Alexander,Over,5.5,2.07,0.4831
Caesars,NBA,Rebounds,Shai Gilgeous-Alexander,Over,5.5,2.08,0.4808
FanDuel,NBA,Rebounds,Shai Gilgeous-Alexander,Over,5.5,2.3,0.4348
Dabble,NBA,Rebounds,Shai Gilgeous-Alexander,Over,5.0,1.83,0.5464
PrizePicks,NBA,Rebounds,Shai Gilgeous-Alexander,Over,5.0,1.85,0.5405
Fliff,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.59,0.6289
SugarHouse,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.6,0.625
Unibet,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.6,0.625
DraftKings,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.65,0.6061
ESPNBet,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.65,0.6061
BetMGM,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.62,0.6173
HardRock,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.61,0.6211
BetRivers,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.6,0.625
BetOnline,NBA,Rebounds,Shai Gilgeous-Alexander,Over,4.5,1.64,0.6098
Sleeper,NBA,Rebounds,Shai Gilgeous-Alexander,Under,5.5,1.52,0.6579
FanDuel,NBA,Rebounds,Shai Gilgeous-Alexander,Under,5.5,1.61,0.6211
Dabble,NBA,Rebounds,Shai Gilgeous-Alexander,Under,5.0,1.83,0.5464
PrizePicks,NBA,Rebounds,Shai Gilgeous-Alexander,Under,5.0,1.85,0.5405
Fliff,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.1,0.4762
SugarHouse,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.25,0.4444
Unibet,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.25,0.4444
DraftKings,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.2,0.4545
ESPNBet,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.2,0.4545
BetMGM,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.2,0.4545
HardRock,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.15,0.4651
BetRivers,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.25,0.4444
BetOnline,NBA,Rebounds,Shai Gilgeous-Alexander,Under,4.5,2.2,0.4545
Underdog,NBA,Rebounds,Trey Murphy III,Over,5.5,1.82,0.5495
PrizePicks,NBA,Rebounds,Trey Murphy III,Over,5.5,1.85,0.5405
Dabble,NBA,Rebounds,Trey Murphy III,Over,5.5,1.83,0.5464
Pick6,NBA,Rebounds,Trey Murphy III,Over,5.5,1.74,0.5747
Sleeper,NBA,Rebounds,Trey Murphy III,Over,5.5,1.78,0.5618
ESPNBet,NBA,Rebounds,Trey Murphy III,Over,5.5,1.87,0.5348
SugarHouse,NBA,Rebounds,Trey Murphy III,Over,5.5,1.92,0.5208
BetMGM,NBA,Rebounds,Trey Murphy III,Over,5.5,1.87,0.5348
BetRivers,NBA,Rebounds,Trey Murphy III,Over,5.5,1.92,0.5208
FanDuel,NBA,Rebounds,Trey Murphy III,Over,5.5,1.95,0.5128
Unibet,NBA,Rebounds,Trey Murphy III,Over,5.5,1.92,0.5208
DraftKings,NBA,Rebounds,Trey Murphy III,Over,5.5,1.91,0.5236
Fliff,NBA,Rebounds,Trey Murphy III,Over,5.5,1.8,0.5556
Caesars,NBA,Rebounds,Trey Murphy III,Over,5.5,1.88,0.5319
Pinnacle,NBA,Rebounds,Trey Murphy III,Over,5.5,1.92,0.5208
Bovada,NBA,Rebounds,Trey Murphy III,Over,5.5,1.91,0.5236
BetOnline,NBA,Rebounds,Trey Murphy III,Over,5.5,1.92,0.5208
Underdog,NBA,Rebounds,Trey Murphy III,Under,5.5,1.82,0.5495
PrizePicks,NBA,Rebounds,Trey Murphy III,Under,5.5,1.85,0.5405
Dabble,NBA,Rebounds,Trey Murphy III,Under,5.5,1.83,0.5464
Pick6,NBA,Rebounds,Trey Murphy III,Under,5.5,1.74,0.5747
Sleeper,NBA,Rebounds,Trey Murphy III,Under,5.5,1.76,0.5682
SugarHouse,NBA,Rebounds,Trey Murphy III,Under,5.5,1.82,0.5495
Unibet,NBA,Rebounds,Trey Murphy III,Under,5.5,1.82,0.5495
BetRivers,NBA,Rebounds,Trey Murphy III,Under,5.5,1.82,0.5495
BetMGM,NBA,Rebounds,Trey Murphy III,Under,5.5,1.87,0.5348
DraftKings,NBA,Rebounds,Trey Murphy III,Under,5.5,1.83,0.5464
FanDuel,NBA,Rebounds,Trey Murphy III,Under,5.5,1.85,0.5405
Fliff,NBA,Rebounds,Trey Murphy III,Under,5.5,1.8,0.5556
Caesars,NBA,Rebounds,Trey Murphy III,Under,5.5,1.83,0.5464
ESPNBet,NBA,Rebounds,Trey Murphy III,Under,5.5,1.87,0.5348
Pinnacle,NBA,Rebounds,Trey Murphy III,Under,5.5,1.83,0.5464
Bovada,NBA,Rebounds,Trey Murphy III,Under,5.5,1.83,0.5464
BetOnline,NBA,Rebounds,Trey Murphy III,Under,5.5,1.84,0.5435
Pick6,NBA,Rebounds,Jaylen Brown,Over,5.5,1.74,0.5747
Sleeper,NBA,Rebounds,Jaylen Brown,Over,5.5,1.91,0.5236
Caesars,NBA,Rebounds,Jaylen Brown,Over,5.5,2.04,0.4902
BetRivers,NBA,Rebounds,Jaylen Brown,Over,5.5,2.17,0.4608
DraftKings,NBA,Rebounds,Jaylen Brown,Over,5.5,2.05,0.4878
FanDuel,NBA,Rebounds,Jaylen Brown,Over,5.5,2.1,0.4762
Unibet,NBA,Rebounds,Jaylen Brown,Over,5.5,2.17,0.4608
BetMGM,NBA,Rebounds,Jaylen Brown,Over,5.5,2.05,0.4878
SugarHouse,NBA,Rebounds,Jaylen Brown,Over,5.5,2.17,0.4608
ESPNBet,NBA,Rebounds,Jaylen Brown,Over,5.5,2.05,0.4878
HardRock,NBA,Rebounds,Jaylen Brown,Over,5.5,2.0,0.5
Fliff,NBA,Rebounds,Jaylen Brown,Over,5.5,2.0,0.5
BetOnline,NBA,Rebounds,Jaylen Brown,Over,5.5,2.06,0.4854
Bovada,NBA,Rebounds,Jaylen Brown,Over,5.5,2.05,0.4878
Pick6,NBA,Rebounds,Jaylen Brown,Under,5.5,1.74,0.5747
Sleeper,NBA,Rebounds,Jaylen Brown,Under,5.5,1.64,0.6098
Caesars,NBA,Rebounds,Jaylen Brown,Under,5.5,1.7,0.5882
BetRivers,NBA,Rebounds,Jaylen Brown,Under,5.5,1.64,0.6098
DraftKings,NBA,Rebounds,Jaylen Brown,Under,5.5,1.74,0.5747
FanDuel,NBA,Rebounds,Jaylen Brown,Under,5.5,1.74,0.5747
Unibet,NBA,Rebounds,Jaylen Brown,Under,5.5,1.64,0.6098
BetMGM,NBA,Rebounds,Jaylen Brown,Under,5.5,1.72,0.5814
SugarHouse,NBA,Rebounds,Jaylen Brown,Under,5.5,1.64,0.6098
ESPNBet,NBA,Rebounds,Jaylen Brown,Under,5.5,1.74,0.5747
HardRock,NBA,Rebounds,Jaylen Brown,Under,5.5,1.69,0.5917
Fliff,NBA,Rebounds,Jaylen Brown,Under,5.5,1.67,0.5988
BetOnline,NBA,Rebounds,Jaylen Brown,Under,5.5,1.73,0.578
Bovada,NBA,Rebounds,Jaylen Brown,Under,5.5,1.74,0.5747
Pick6,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.74,0.5747
Sleeper,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.86,0.5376
SugarHouse,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.95,0.5128
Unibet,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.95,0.5128
BetRivers,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.95,0.5128
BetMGM,NBA,Rebounds,Kyle Kuzma,Over,5.5,2.0,0.5
DraftKings,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.95,0.5128
Fliff,NBA,Rebounds,Kyle Kuzma,Over,5.5,1.95,0.5128
Caesars,NBA,Rebounds,Kyle Kuzma,Over,5.5,2.12,0.4717
Pinnacle,NBA,Rebounds,Kyle Kuzma,Over,5.5,2.09,0.4785
Bovada,NBA,Rebounds,Kyle Kuzma,Over,5.5,2.1,0.4762
BetOnline,NBA,Rebounds,Kyle Kuzma,Over,5.5,2.06,0.4854
FanDuel,NBA,Rebounds,Kyle Kuzma,Over,4.5,1.62,0.6173
ESPNBet,NBA,Rebounds,Kyle Kuzma,Over,4.5,1.71,0.5848
Pick6,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.74,0.5747
Sleeper,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.68,0.5952
SugarHouse,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.8,0.5556
Unibet,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.8,0.5556
BetRivers,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.8,0.5556
BetMGM,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.75,0.5714
DraftKings,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.8,0.5556
Fliff,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.71,0.5848
Caesars,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.65,0.6061
Pinnacle,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.69,0.5917
Bovada,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.69,0.5917
BetOnline,NBA,Rebounds,Kyle Kuzma,Under,5.5,1.73,0.578
FanDuel,NBA,Rebounds,Kyle Kuzma,Under,4.5,2.26,0.4425
ESPNBet,NBA,Rebounds,Kyle Kuzma,Under,4.5,2.1,0.4762
Sleeper,NBA,Rebounds,Jalen Williams,Over,5.5,1.94,0.5155
Caesars,NBA,Rebounds,Jalen Williams,Over,5.5,2.07,0.4831
BetRivers,NBA,Rebounds,Jalen Williams,Over,5.5,2.2,0.4545
DraftKings,NBA,Rebounds,Jalen Williams,Over,5.5,2.14,0.4673
Unibet,NBA,Rebounds,Jalen Williams,Over,5.5,2.2,0.4545
SugarHouse,NBA,Rebounds,Jalen Williams,Over,5.5,2.2,0.4545
FanDuel,NBA,Rebounds,Jalen Williams,Over,5.5,2.25,0.4444
Dabble,NBA,Rebounds,Jalen Williams,Over,5.0,1.83,0.5464
PrizePicks,NBA,Rebounds,Jalen Williams,Over,5.0,1.85,0.5405
BetMGM,NBA,Rebounds,Jalen Williams,Over,4.5,1.62,0.6173
ESPNBet,NBA,Rebounds,Jalen Williams,Over,4.5,1.62,0.6173
HardRock,NBA,Rebounds,Jalen Williams,Over,4.5,1.61,0.6211
Fliff,NBA,Rebounds,Jalen Williams,Over,4.5,1.57,0.6369
BetOnline,NBA,Rebounds,Jalen Williams,Over,4.5,1.62,0.6173
Bovada,NBA,Rebounds,Jalen Williams,Over,4.5,1.61,0.6211
Sleeper,NBA,Rebounds,Jalen Williams,Under,5.5,1.62,0.6173
BetRivers,NBA,Rebounds,Jalen Williams,Under,5.5,1.63,0.6135
DraftKings,NBA,Rebounds,Jalen Williams,Under,5.5,1.69,0.5917
FanDuel,NBA,Rebounds,Jalen Williams,Under,5.5,1.64,0.6098
Unibet,NBA,Rebounds,Jalen Williams,Under,5.5,1.63,0.6135
SugarHouse,NBA,Rebounds,Jalen Williams,Under,5.5,1.63,0.6135
Dabble,NBA,Rebounds,Jalen Williams,Under,5.0,1.83,0.5464
PrizePicks,NBA,Rebounds,Jalen Williams,Under,5.0,1.85,0.5405
BetMGM,NBA,Rebounds,Jalen Williams,Under,4.5,2.2,0.4545
ESPNBet,NBA,Rebounds,Jalen Williams,Under,4.5,2.2,0.4545
HardRock,NBA,Rebounds,Jalen Williams,Under,4.5,2.15,0.4651
Fliff,NBA,Rebounds,Jalen Williams,Under,4.5,2.1,0.4762
BetOnline,NBA,Rebounds,Jalen Williams,Under,4.5,2.23,0.4484
Bovada,NBA,Rebounds,Jalen Williams,Under,4.5,2.25,0.4444
Caesars,NBA,Rebounds,Jalen Green,Over,5.5,2.2,0.4545
DraftKings,NBA,Rebounds,Jalen Green,Over,5.5,2.24,0.4464
BetMGM,NBA,Rebounds,Jalen Green,Over,5.5,2.15,0.4651
ESPNBet,NBA,Rebounds,Jalen Green,Over,5.5,2.2,0.4545
HardRock,NBA,Rebounds,Jalen Green,Over,5.5,2.15,0.4651
Fliff,NBA,Rebounds,Jalen Green,Over,5.5,1.95,0.5128
BetOnline,NBA,Rebounds,Jalen Green,Over,5.5,2.46,0.4065
Bovada,NBA,Rebounds,Jalen Green,Over,5.5,2.35,0.4255
PrizePicks,NBA,Rebounds,Jalen Green,Over,5.0,1.85,0.5405
Sleeper,NBA,Rebounds,Jalen Green,Over,4.5,1.59,0.6289
BetRivers,NBA,Rebounds,Jalen Green,Over,4.5,1.7,0.5882
FanDuel,NBA,Rebounds,Jalen Green,Over,4.5,1.68,0.5952
Unibet,NBA,Rebounds,Jalen Green,Over,4.5,1.7,0.5882
SugarHouse,NBA,Rebounds,Jalen Green,Over,4.5,1.7,0.5882
Caesars,NBA,Rebounds,Jalen Green,Under,5.5,1.6,0.625
DraftKings,NBA,Rebounds,Jalen Green,Under,5.5,1.62,0.6173
BetMGM,NBA,Rebounds,Jalen Green,Under,5.5,1.65,0.6061
ESPNBet,NBA,Rebounds,Jalen Green,Under,5.5,1.59,0.6289
HardRock,NBA,Rebounds,Jalen Green,Under,5.5,1.62,0.6173
Fliff,NBA,Rebounds,Jalen Green,Under,5.5,1.61,0.6211
BetOnline,NBA,Rebounds,Jalen Green,Under,5.5,1.52,0.6579
Bovada,NBA,Rebounds,Jalen Green,Under,5.5,1.56,0.641
PrizePicks,NBA,Rebounds,Jalen Green,Under,5.0,1.85,0.5405
Sleeper,NBA,Rebounds,Jalen Green,Under,4.5,2.0,0.5
BetRivers,NBA,Rebounds,Jalen Green,Under,4.5,2.08,0.4808
FanDuel,NBA,Rebounds,Jalen Green,Under,4.5,2.16,0.463
Unibet,NBA,Rebounds,Jalen Green,Under,4.5,2.08,0.4808
SugarHouse,NBA,Rebounds,Jalen Green,Under,4.5,2.08,0.4808
Sleeper,NBA,Rebounds,Herbert Jones,Over,4.5,1.77,0.565
Underdog,NBA,Rebounds,Herbert Jones,Over,4.5,1.82,0.5495
Dabble,NBA,Rebounds,Herbert Jones,Over,4.5,1.83,0.5464
PrizePicks,NBA,Rebounds,Herbert Jones,Over,4.5,1.85,0.5405
Pick6,NBA,Rebounds,Herbert Jones,Over,4.5,1.74,0.5747
Caesars,NBA,Rebounds,Herbert Jones,Over,4.5,1.92,0.5208
FanDuel,NBA,Rebounds,Herbert Jones,Over,4.5,1.96,0.5102
Fliff,NBA,Rebounds,Herbert Jones,Over,4.5,1.83,0.5464
BetMGM,NBA,Rebounds,Herbert Jones,Over,4.5,1.87,0.5348
BetRivers,NBA,Rebounds,Herbert Jones,Over,4.5,1.79,0.5587
SugarHouse,NBA,Rebounds,Herbert Jones,Over,4.5,1.79,0.5587
DraftKings,NBA,Rebounds,Herbert Jones,Over,4.5,1.95,0.5128
Unibet,NBA,Rebounds,Herbert Jones,Over,4.5,1.79,0.5587
ESPNBet,NBA,Rebounds,Herbert Jones,Over,4.5,1.87,0.5348
BetOnline,NBA,Rebounds,Herbert Jones,Over,4.5,1.89,0.5291
Underdog,NBA,Rebounds,Herbert Jones,Under,4.5,1.82,0.5495
PrizePicks,NBA,Rebounds,Herbert Jones,Under,4.5,1.85,0.5405
Dabble,NBA,Rebounds,Herbert Jones,Under,4.5,1.83,0.5464
Pick6,NBA,Rebounds,Herbert Jones,Under,4.5,1.74,0.5747
Sleeper,NBA,Rebounds,Herbert Jones,Under,4.5,1.76,0.5682
Caesars,NBA,Rebounds,Herbert Jones,Under,4.5,1.8,0.5556
FanDuel,NBA,Rebounds,Herbert Jones,Under,4.5,1.82,0.5495
Fliff,NBA,Rebounds,Herbert Jones,Under,4.5,1.8,0.5556
BetMGM,NBA,Rebounds,Herbert Jones,Under,4.5,1.87,0.5348
ESPNBet,NBA,Rebounds,Herbert Jones,Under,4.5,1.87,0.5348
BetRivers,NBA,Rebounds,Herbert Jones,Under,4.5,1.95,0.5128
SugarHouse,NBA,Rebounds,Herbert Jones,Under,4.5,1.95,0.5128
DraftKings,NBA,Rebounds,Herbert Jones,Under,4.5,1.8,0.5556
Unibet,NBA,Rebounds,Herbert Jones,Under,4.5,1.95,0.5128
BetOnline,NBA,Rebounds,Herbert Jones,Under,4.5,1.87,0.5348
Underdog,NBA,Rebounds,Jrue Holiday,Over,4.5,1.82,0.5495
Dabble,NBA,Rebounds,Jrue Holiday,Over,4.5,1.83,0.5464
Sleeper,NBA,Rebounds,Jrue Holiday,Over,4.5,1.91,0.5236
Fliff,NBA,Rebounds,Jrue Holiday,Over,4.5,1.87,0.5348
Caesars,NBA,Rebounds,Jrue Holiday,Over,4.5,1.92,0.5208
FanDuel,NBA,Rebounds,Jrue Holiday,Over,4.5,2.04,0.4902
BetMGM,NBA,Rebounds,Jrue Holiday,Over,4.5,1.91,0.5236
DraftKings,NBA,Rebounds,Jrue Holiday,Over,4.5,2.0,0.5
ESPNBet,NBA,Rebounds,Jrue Holiday,Over,4.5,1.95,0.5128
HardRock,NBA,Rebounds,Jrue Holiday,Over,4.5,1.91,0.5236
BetOnline,NBA,Rebounds,Jrue Holiday,Over,4.5,1.98,0.5051
Unibet,NBA,Rebounds,Jrue Holiday,Over,3.5,1.58,0.6329
BetRivers,NBA,Rebounds,Jrue Holiday,Over,3.5,1.58,0.6329
SugarHouse,NBA,Rebounds,Jrue Holiday,Over,3.5,1.58,0.6329
Sleeper,NBA,Rebounds,Jrue Holiday,Under,4.5,1.64,0.6098
Underdog,NBA,Rebounds,Jrue Holiday,Under,4.5,1.82,0.5495
Dabble,NBA,Rebounds,Jrue Holiday,Under,4.5,1.83,0.5464
Fliff,NBA,Rebounds,Jrue Holiday,Under,4.5,1.77,0.565
ESPNBet,NBA,Rebounds,Jrue Holiday,Under,4.5,1.8,0.5556
Caesars,NBA,Rebounds,Jrue Holiday,Under,4.5,1.8,0.5556
FanDuel,NBA,Rebounds,Jrue Holiday,Under,4.5,1.76,0.5682
BetMGM,NBA,Rebounds,Jrue Holiday,Under,4.5,1.8,0.5556
DraftKings,NBA,Rebounds,Jrue Holiday,Under,4.5,1.77,0.565
HardRock,NBA,Rebounds,Jrue Holiday,Under,4.5,1.8,0.5556
BetOnline,NBA,Rebounds,Jrue Holiday,Under,4.5,1.79,0.5587
Unibet,NBA,Rebounds,Jrue Holiday,Under,3.5,2.3,0.4348
BetRivers,NBA,Rebounds,Jrue Holiday,Under,3.5,2.3,0.4348
SugarHouse,NBA,Rebounds,Jrue Holiday,Under,3.5,2.3,0.4348
Sleeper,NBA,Rebounds,Luguentz Dort,Over,4.5,2.1,0.4762
DraftKings,NBA,Rebounds,Luguentz Dort,Over,4.5,2.2,0.4545
PrizePicks,NBA,Rebounds,Luguentz Dort,Over,4.0,1.85,0.5405
Caesars,NBA,Rebounds,Luguentz Dort,Over,3.5,1.62,0.6173
Fliff,NBA,Rebounds,Luguentz Dort,Over,3.5,1.61,0.6211
BetMGM,NBA,Rebounds,Luguentz Dort,Over,3.5,1.65,0.6061
SugarHouse,NBA,Rebounds,Luguentz Dort,Over,3.5,1.63,0.6135
Unibet,NBA,Rebounds,Luguentz Dort,Over,3.5,1.63,0.6135
ESPNBet,NBA,Rebounds,Luguentz Dort,Over,3.5,1.69,0.5917
FanDuel,NBA,Rebounds,Luguentz Dort,Over,3.5,1.67,0.5988
HardRock,NBA,Rebounds,Luguentz Dort,Over,3.5,1.62,0.6173
BetRivers,NBA,Rebounds,Luguentz Dort,Over,3.5,1.63,0.6135
BetOnline,NBA,Rebounds,Luguentz Dort,Over,3.5,1.65,0.6061
Sleeper,NBA,Rebounds,Luguentz Dort,Under,4.5,1.51,0.6623
DraftKings,NBA,Rebounds,Luguentz Dort,Under,4.5,1.65,0.6061
PrizePicks,NBA,Rebounds,Luguentz Dort,Under,4.0,1.85,0.5405
Caesars,NBA,Rebounds,Luguentz Dort,Under,3.5,2.16,0.463
ESPNBet,NBA,Rebounds,Luguentz Dort,Under,3.5,2.15,0.4651
Fliff,NBA,Rebounds,Luguentz Dort,Under,3.5,2.05,0.4878
BetMGM,NBA,Rebounds,Luguentz Dort,Under,3.5,2.15,0.4651
SugarHouse,NBA,Rebounds,Luguentz Dort,Under,3.5,2.18,0.4587
Unibet,NBA,Rebounds,Luguentz Dort,Under,3.5,2.18,0.4587
HardRock,NBA,Rebounds,Luguentz Dort,Under,3.5,2.1,0.4762
FanDuel,NBA,Rebounds,Luguentz Dort,Under,3.5,2.26,0.4425
BetRivers,NBA,Rebounds,Luguentz Dort,Under,3.5,2.18,0.4587
BetOnline,NBA,Rebounds,Luguentz Dort,Under,3.5,2.19,0.4566
Dabble,NBA,Rebounds,OG Anunoby,Over,4.5,1.83,0.5464
Sleeper,NBA,Rebounds,OG Anunoby,Over,4.5,1.64,0.6098
PrizePicks,NBA,Rebounds,OG Anunoby,Over,4.5,1.85,0.5405
Caesars,NBA,Rebounds,OG Anunoby,Over,4.5,1.8,0.5556
Fliff,NBA,Rebounds,OG Anunoby,Over,4.5,1.74,0.5747
SugarHouse,NBA,Rebounds,OG Anunoby,Over,4.5,1.76,0.5682
BetMGM,NBA,Rebounds,OG Anunoby,Over,4.5,1.8,0.5556
Unibet,NBA,Rebounds,OG Anunoby,Over,4.5,1.76,0.5682
ESPNBet,NBA,Rebounds,OG Anunoby,Over,4.5,1.8,0.5556
HardRock,NBA,Rebounds,OG Anunoby,Over,4.5,1.77,0.565
DraftKings,NBA,Rebounds,OG Anunoby,Over,4.5,1.69,0.5917
FanDuel,NBA,Rebounds,OG Anunoby,Over,4.5,1.72,0.5814
BetRivers,NBA,Rebounds,OG Anunoby,Over,4.5,1.76,0.5682
BetOnline,NBA,Rebounds,OG Anunoby,Over,4.5,1.76,0.5682
Dabble,NBA,Rebounds,OG Anunoby,Under,4.5,1.83,0.5464
Sleeper,NBA,Rebounds,OG Anunoby,Under,4.5,1.92,0.5208
PrizePicks,NBA,Rebounds,OG Anunoby,Under,4.5,1.85,0.5405
ESPNBet,NBA,Rebounds,OG Anunoby,Under,4.5,1.95,0.5128
Caesars,NBA,Rebounds,OG Anunoby,Under,4.5,1.92,0.5208
Fliff,NBA,Rebounds,OG Anunoby,Under,4.5,1.87,0.5348
SugarHouse,NBA,Rebounds,OG Anunoby,Under,4.5,2.0,0.5
BetMGM,NBA,Rebounds,OG Anunoby,Under,4.5,1.95,0.5128
Unibet,NBA,Rebounds,OG Anunoby,Under,4.5,2.0,0.5
HardRock,NBA,Rebounds,OG Anunoby,Under,4.5,1.91,0.5236
DraftKings,NBA,Rebounds,OG Anunoby,Under,4.5,2.14,0.4673
FanDuel,NBA,Rebounds,OG Anunoby,Under,4.5,2.08,0.4808
BetRivers,NBA,Rebounds,OG Anunoby,Under,4.5,2.0,0.5
BetOnline,NBA,Rebounds,OG Anunoby,Under,4.5,2.02,0.495
Sleeper,NBA,Rebounds,Carlton Carrington,Over,4.5,1.66,0.6024
PrizePicks,NBA,Rebounds,Carlton Carrington,Over,4.5,1.85,0.5405
Pick6,NBA,Rebounds,Carlton Carrington,Over,4.5,1.74,0.5747
Caesars,NBA,Rebounds,Carlton Carrington,Over,4.5,1.73,0.578
Fliff,NBA,Rebounds,Carlton Carrington,Over,4.5,1.69,0.5917
BetMGM,NBA,Rebounds,Carlton Carrington,Over,4.5,1.72,0.5814
ESPNBet,NBA,Rebounds,Carlton Carrington,Over,4.5,1.77,0.565
BetRivers,NBA,Rebounds,Carlton Carrington,Over,4.5,1.95,0.5128
SugarHouse,NBA,Rebounds,Carlton Carrington,Over,4.5,1.95,0.5128
DraftKings,NBA,Rebounds,Carlton Carrington,Over,4.5,1.8,0.5556
Unibet,NBA,Rebounds,Carlton Carrington,Over,4.5,1.95,0.5128
FanDuel,NBA,Rebounds,Carlton Carrington,Over,4.5,1.85,0.5405
BetOnline,NBA,Rebounds,Carlton Carrington,Over,4.5,1.81,0.5525
PrizePicks,NBA,Rebounds,Carlton Carrington,Under,4.5,1.85,0.5405
Pick6,NBA,Rebounds,Carlton Carrington,Under,4.5,1.74,0.5747
Sleeper,NBA,Rebounds,Carlton Carrington,Under,4.5,1.89,0.5291
Caesars,NBA,Rebounds,Carlton Carrington,Under,4.5,2.0,0.5
Fliff,NBA,Rebounds,Carlton Carrington,Under,4.5,1.91,0.5236
BetMGM,NBA,Rebounds,Carlton Carrington,Under,4.5,2.05,0.4878
ESPNBet,NBA,Rebounds,Carlton Carrington,Under,4.5,2.0,0.5
BetRivers,NBA,Rebounds,Carlton Carrington,Under,4.5,1.8,0.5556
SugarHouse,NBA,Rebounds,Carlton Carrington,Under,4.5,1.8,0.5556
DraftKings,NBA,Rebounds,Carlton Carrington,Under,4.5,1.95,0.5128
Unibet,NBA,Rebounds,Carlton Carrington,Under,4.5,1.8,0.5556
FanDuel,NBA,Rebounds,Carlton Carrington,Under,4.5,1.93,0.5181
BetOnline,NBA,Rebounds,Carlton Carrington,Under,4.5,1.96,0.5102
Underdog,NBA,Rebounds,Dillon Brooks,Over,4.5,1.82,0.5495
PrizePicks,NBA,Rebounds,Dillon Brooks,Over,4.5,1.85,0.5405
Dabble,NBA,Rebounds,Dillon Brooks,Over,4.5,1.83,0.5464
Pick6,NBA,Rebounds,Dillon Brooks,Over,4.5,1.74,0.5747
Sleeper,NBA,Rebounds,Dillon Brooks,Over,4.5,1.86,0.5376
Caesars,NBA,Rebounds,Dillon Brooks,Over,4.5,1.92,0.5208
Fliff,NBA,Rebounds,Dillon Brooks,Over,4.5,1.8,0.5556
BetRivers,NBA,Rebounds,Dillon Brooks,Over,4.5,2.15,0.4651
SugarHouse,NBA,Rebounds,Dillon Brooks,Over,4.5,2.15,0.4651
Unibet,NBA,Rebounds,Dillon Brooks,Over,4.5,2.15,0.4651
BetMGM,NBA,Rebounds,Dillon Brooks,Over,4.5,1.87,0.5348
FanDuel,NBA,Rebounds,Dillon Brooks,Over,4.5,2.04,0.4902
ESPNBet,NBA,Rebounds,Dillon Brooks,Over,4.5,1.87,0.5348
