bookmaker,ev,impl_prb,label,league,line,market,odds,subject,true_prb
Fliff,-0.0914,0.5848,Under,NFL,4.5,Total Receptions,1.71,DK Metcalf,0.5313252427365678
BetRivers,-0.0914,0.4831,Over,NBA,4.5,Assists,2.07,Derrick White,0.43892663254182795
HardRock,-0.0914,0.4444,Over,NHL,0.5,Total Points,2.25,Jake Sanderson,0.40383059392159837
SugarHouse,-0.0914,0.3704,Under,NFL,0.5,Total Passing Touchdowns,2.7,Jimmy Garoppolo,0.33651312192819177
HardRock,-0.0914,0.5848,Under,NBA,1.5,3-Pointers,1.71,Scottie Barnes,0.5313322627585991
Unibet,-0.0914,0.3704,Under,NFL,0.5,Total Passing Touchdowns,2.7,Jimmy Garoppolo,0.33651312192819177
Bovada,-0.0914,0.3704,Under,NFL,0.5,Total Passing Touchdowns,2.7,Jimmy Garoppolo,0.33651312192819177
Fliff,-0.0914,0.6289,Under,NBA,2.5,Assists,1.59,Ausar Thompson,0.5714431061859812
BetMGM,-0.0914,0.4444,Over,NHL,0.5,Total Points,2.25,Jake Sanderson,0.40383059392159837
Bovada,-0.0914,0.4444,Over,NHL,0.5,Total Points,2.25,Jake Sanderson,0.40383059392159837
Underdog,-0.0914,0.5495,Under,NBA,3.5,Assists,1.82,Isaiah Hartenstein,0.4992281506001475
PrizePicks,-0.0914,0.5405,Under,NCAAB,5.5,Rebounds,1.85,Stevie Mitchell,0.4911113409771649
Pinnacle,-0.0914,0.3704,Under,NFL,0.5,Total Passing Touchdowns,2.7,Jimmy Garoppolo,0.33651312192819177
Rebet,-0.0914,0.6579,Under,NHL,2.5,Total Shots on Goal,1.52,Ryan Nugent-Hopkins,0.5977382239053342
Sleeper,-0.0914,0.6289,Under,NBA,2.5,Assists,1.59,Ausar Thompson,0.5714431061859812
Fliff,-0.0914,0.6289,Under,NBA,1.5,Steals,1.59,DeMar DeRozan,0.5714689798227418
Pick6,-0.0915,0.5747,Under,NHL,0.5,Total Points,1.74,Dylan Holloway,0.5221226744704116
Fliff,-0.0915,0.5464,Under,NBA,18.5,Points,1.83,Austin Reaves,0.49645956700191124
Rebet,-0.0915,0.6849,Under,NHL,2.5,Total Shots on Goal,1.46,J.T. Miller,0.6222836183976902
ESPNBet,-0.0915,0.6667,Under,NHL,0.5,Total Player Goals,1.5,Sam Reinhart,0.6056899267908442
ESPNBet,-0.0915,0.4444,Under,NHL,0.5,Total Points,2.25,Nick Suzuki,0.4037678712724493
Dabble,-0.0915,0.5464,Under,NBA,18.5,Points,1.83,Austin Reaves,0.49645956700191124
HardRock,-0.0915,0.4762,Over,NFL,4.5,Total Receptions,2.1,Jahmyr Gibbs,0.43263281108271906
BetMGM,-0.0915,0.4762,Over,NFL,4.5,Total Receptions,2.1,Jahmyr Gibbs,0.43263281108271906
ESPNBet,-0.0915,0.4762,Over,NFL,4.5,Total Receptions,2.1,Jahmyr Gibbs,0.43263281108271906
DraftKings,-0.0915,0.5,Over,NBA,8.5,Rebounds + Assists,2.0,Spencer Dinwiddie,0.4542252967499666
Pinnacle,-0.0915,0.565,Over,NFL,0.5,Total Interceptions Thrown,1.77,Joe Burrow,0.5132926256458431
Sleeper,-0.0915,0.5208,Over,NBA,4.5,Rebounds,1.92,Malik Monk,0.4731990978931838
Fliff,-0.0915,0.5,Over,NBA,8.5,Rebounds + Assists,2.0,Spencer Dinwiddie,0.4542252967499666
ESPNBet,-0.0915,0.565,Over,NFL,0.5,Total Interceptions Thrown,1.77,Joe Burrow,0.5132926256458431
Bovada,-0.0915,0.565,Over,NFL,0.5,Total Interceptions Thrown,1.77,Joe Burrow,0.5132926256458431
BetRivers,-0.0915,0.5587,Over,NHL,0.5,Total Points,1.79,Lane Hutson,0.5075266579165043
Sleeper,-0.0915,0.5682,Over,NBA,37.5,Points + Assists,1.76,Cade Cunningham,0.5161649944258639
Unibet,-0.0915,0.5587,Over,NHL,0.5,Total Points,1.79,Lane Hutson,0.5075266579165043
BetRivers,-0.0916,0.6135,Over,NBA,5.5,Rebounds,1.63,Cade Cunningham,0.5572961593802115
DraftKings,-0.0916,0.5348,Over,NBA,23.5,Points + Rebounds + Assists,1.87,Spencer Dinwiddie,0.48578756321308647
Unibet,-0.0916,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Troy Terry,0.4325720701095121
DraftKings,-0.0916,0.5556,Under,NBA,20.5,Points + Rebounds,1.8,Jalen Duren,0.5046848447373589
Fanatics,-0.0916,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Troy Terry,0.4325720701095121
Unibet,-0.0916,0.6135,Over,NBA,5.5,Rebounds,1.63,Cade Cunningham,0.5572961593802115
Fliff,-0.0916,0.5128,Under,NBA,6.5,Rebounds,1.95,Dejounte Murray,0.46582190132247014
Unibet,-0.0916,0.5556,Over,NBA,20.5,Points + Rebounds,1.8,Fred VanVleet,0.5046848447373589
PointsBet,-0.0916,0.5,Under,NBA,3.5,3-Pointers,2.0,Malik Beasley,0.45417896183763773
ESPNBet,-0.0916,0.5348,Over,NBA,23.5,Points + Rebounds + Assists,1.87,Spencer Dinwiddie,0.48578756321308647
Fliff,-0.0916,0.5747,Under,NBA,20.5,Points,1.74,DeMar DeRozan,0.5220592977687524
Fliff,-0.0916,0.5464,Under,NBA,38.5,Points + Rebounds + Assists,1.83,De'Aaron Fox,0.4964085213343024
BetRivers,-0.0916,0.5556,Over,NBA,20.5,Points + Rebounds,1.8,Fred VanVleet,0.5046848447373589
Fliff,-0.0916,0.5556,Under,NBA,20.5,Points + Rebounds,1.8,Jalen Duren,0.5046848447373589
Bovada,-0.0916,0.5128,Under,NBA,6.5,Rebounds,1.95,Dejounte Murray,0.46582190132247014
BetRivers,-0.0916,0.5,Under,NBA,3.5,3-Pointers,2.0,Malik Beasley,0.45417896183763773
HardRock,-0.0916,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Troy Terry,0.4325720701095121
SugarHouse,-0.0916,0.6135,Over,NBA,5.5,Rebounds,1.63,Cade Cunningham,0.5572961593802115
Unibet,-0.0916,0.5,Under,NBA,3.5,3-Pointers,2.0,Malik Beasley,0.45417896183763773
Fliff,-0.0916,0.5556,Over,NHL,2.5,Total Shots on Goal,1.8,Patrik Laine,0.5046783945815948
SugarHouse,-0.0916,0.5556,Over,NBA,20.5,Points + Rebounds,1.8,Fred VanVleet,0.5046848447373589
Pick6,-0.0916,0.5747,Under,NBA,20.5,Points,1.74,DeMar DeRozan,0.5220592977687524
BetRivers,-0.0916,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Troy Terry,0.4325720701095121
SugarHouse,-0.0916,0.5,Under,NBA,3.5,3-Pointers,2.0,Malik Beasley,0.45417896183763773
Fliff,-0.0916,0.5556,Over,NBA,23.5,Points + Assists,1.8,Immanuel Quickley,0.5046848447373589
BetMGM,-0.0916,0.4762,Over,NHL,2.5,Total Shots on Goal,2.1,Troy Terry,0.4325720701095121
Pinnacle,-0.0916,0.5128,Under,NBA,6.5,Rebounds,1.95,Dejounte Murray,0.46582190132247014
Unibet,-0.0917,0.5435,Over,NBA,24.5,Points + Rebounds + Assists,1.84,Mikal Bridges,0.49361891076322134
Fliff,-0.0917,0.641,Under,NHL,0.5,Total Points,1.56,Claude Giroux,0.5822409448851286
Underdog,-0.0917,0.5495,Under,NFL,15.5,Total Receiving Yards,1.82,Tyrone Tracy Jr.,0.49903949338244064
BetRivers,-0.0917,0.5435,Over,NBA,24.5,Points + Rebounds + Assists,1.84,Mikal Bridges,0.49361891076322134
Underdog,-0.0917,0.5495,Over,NBA,11.5,Points,1.82,Alexandre Sarr,0.49906506071369017
Underdog,-0.0917,0.5495,Under,NFL,13.5,Total Receiving Yards,1.82,Javonte Williams,0.49903949338244064
BetMGM,-0.0917,0.5556,Over,NBA,33.5,Points + Rebounds + Assists,1.8,Scottie Barnes,0.5046054190874111
Fliff,-0.0917,0.5556,Under,NBA,43.5,Points + Rebounds + Assists,1.8,Jayson Tatum,0.5046054190874111
Pinnacle,-0.0917,0.5025,Under,NHL,2.5,Total Shots on Goal,1.99,Sidney Crosby,0.4564312496825201
Underdog,-0.0917,0.5495,Under,NBA,15.5,Points,1.82,Klay Thompson,0.49905269251726997
Pinnacle,-0.0917,0.8547,Under,NHL,0.5,Total Player Goals,1.17,Teuvo Teravainen,0.7763269140441522
BetMGM,-0.0917,0.6061,Over,NBA,1.5,3-Pointers,1.65,Dejounte Murray,0.5504606824546687
Sleeper,-0.0917,0.7299,Under,NHL,0.5,Total Points,1.37,Jackson Lacombe,0.6629670620809673
Underdog,-0.0917,0.5495,Over,NFL,28.5,Total Receiving Yards,1.82,Andrei Iosivas,0.49903949338244064
HardRock,-0.0917,0.5556,Over,NBA,33.5,Points + Rebounds + Assists,1.8,Scottie Barnes,0.5046054190874111
Underdog,-0.0917,0.5495,Under,NFL,18.5,Total Receiving Yards,1.82,Devaughn Vele,0.49903949338244064
HardRock,-0.0917,0.4348,Under,NBA,0.5,3-Pointers,2.3,Anthony Davis,0.3949083393646323
Rebet,-0.0917,0.641,Over,NHL,0.5,Total Points,1.56,Jordan Kyrou,0.5822494873724312
PointsBet,-0.0917,0.4348,Under,NBA,0.5,3-Pointers,2.3,Anthony Davis,0.3949083393646323
SugarHouse,-0.0917,0.5435,Over,NBA,24.5,Points + Rebounds + Assists,1.84,Mikal Bridges,0.49361891076322134
Underdog,-0.0917,0.5495,Over,NFL,20.5,Total Rushing Yards,1.82,Bo Nix,0.49903949338244064
Bovada,-0.0918,0.3774,Under,NFL,0.5,Total Passing Touchdowns,2.65,Drew Lock,0.34272462471608783
Fliff,-0.0918,0.5556,Under,NFL,15.5,Total Receiving Yards,1.8,Mike Williams,0.5045519852832571
Fliff,-0.0918,0.5848,Over,NCAAB,6.5,Assists,1.71,Steven Ashworth,0.5311016436244091
Sleeper,-0.0918,0.6289,Under,NHL,0.5,Total Points,1.59,Evan Rodrigues,0.5711833336840839
Rebet,-0.0918,0.6289,Under,NHL,0.5,Total Points,1.59,Evan Rodrigues,0.5711833336840839
Fliff,-0.0918,0.6289,Under,NHL,0.5,Total Points,1.59,Evan Rodrigues,0.5711833336840839
Bovada,-0.0918,0.6173,Over,NBA,2.5,3-Pointers,1.62,C.J. McCollum,0.5606432296751451
PointsBet,-0.0918,0.5848,Under,NBA,2.5,3-Pointers,1.71,Mikal Bridges,0.5310921075710175
Fliff,-0.0918,0.6494,Under,NBA,1.5,Steals,1.54,Donovan Mitchell,0.589733912058879
Fliff,-0.0918,0.5556,Over,NFL,18.5,Total Receiving Yards,1.8,Tyler Lockett,0.5045519852832571
DraftKings,-0.0918,0.5236,Under,NBA,11.5,Points,1.91,Isaiah Hartenstein,0.47548310168663055
Sleeper,-0.0918,0.641,Under,NFL,3.5,Total Receptions,1.56,Noah Fant,0.5821680228462995
Pinnacle,-0.0919,0.5682,Over,NFL,0.5,Total Interceptions Thrown,1.76,Jimmy Garoppolo,0.515962441314554
PrizePicks,-0.0919,0.5405,Over,NBA,17.5,Points + Rebounds + Assists,1.85,Carlton Carrington,0.4908705924263558
Pick6,-0.0919,0.5747,Over,NBA,25.5,Points + Assists,1.74,Karl-Anthony Towns,0.5218950244148943
PrizePicks,-0.0919,0.5405,Over,NBA,19.5,Points + Rebounds + Assists,1.85,Tristan Da Silva,0.49088415823317344
PrizePicks,-0.0919,0.5405,Over,NBA,29.5,Points + Rebounds + Assists,1.85,RJ Barrett,0.49088415823317344
Rebet,-0.0919,0.6623,Under,NHL,3.5,Total Shots on Goal,1.51,Matthew Tkachuk,0.6013815900129205
Dabble,-0.0919,0.5464,Under,NHL,2.5,Total Shots on Goal,1.83,Viktor Arvidsson,0.4962507854722922
Bovada,-0.0919,0.5747,Under,NBA,7.5,Rebounds + Assists,1.74,DeMar DeRozan,0.5218950244148943
Pick6,-0.0919,0.5747,Under,NBA,7.5,Rebounds + Assists,1.74,DeMar DeRozan,0.5218950244148943
PrizePicks,-0.0919,0.5405,Under,NBA,15.5,Points,1.85,Dillon Brooks,0.49088415823317344
PrizePicks,-0.0919,0.5405,Over,NBA,2.5,Assists,1.85,Dereck Lively II,0.49085918309821347
Fliff,-0.0919,0.5,Over,NBA,7.5,Rebounds,2.0,LeBron James,0.45404424112373054
Rebet,-0.092,0.6667,Under,NHL,3.5,Total Shots on Goal,1.5,Roman Josi,0.6053000225151797
Bovada,-0.092,0.5348,Over,NBA,13.5,Points,1.87,Josh Hart,0.4855364769530173
Pick6,-0.092,0.5747,Over,NBA,15.5,Points + Assists,1.74,Isaiah Hartenstein,0.5218261442832924
Rebet,-0.092,0.6211,Under,NHL,0.5,Total Points,1.61,Mattias Ekholm,0.5639702801837301
HardRock,-0.092,0.5348,Over,NBA,13.5,Points,1.87,Josh Hart,0.4855364769530173
BetMGM,-0.092,0.5348,Over,NBA,13.5,Points,1.87,Josh Hart,0.4855364769530173
Sleeper,-0.092,0.6098,Under,NFL,6.5,Total Receptions,1.64,Tee Higgins,0.5536758781264276
Bovada,-0.092,0.5747,Over,NBA,15.5,Points + Assists,1.74,Isaiah Hartenstein,0.5218261442832924
Sleeper,-0.092,0.5747,Over,NBA,15.5,Points + Assists,1.74,Isaiah Hartenstein,0.5218261442832924
Fliff,-0.092,0.5348,Under,NBA,20.5,Points + Rebounds + Assists,1.87,Alexandre Sarr,0.4855364769530173
ESPNBet,-0.092,0.5236,Under,NBA,3.5,Assists,1.91,Anthony Davis,0.4753671573502774
Sleeper,-0.092,0.6849,Under,NBA,1.5,Steals,1.46,Jaren Jackson Jr.,0.6218924283958787
DraftKings,-0.092,0.5236,Under,NBA,3.5,Assists,1.91,Anthony Davis,0.4753671573502774
Pinnacle,-0.092,0.5525,Under,NFL,19.5,Longest Reception,1.81,Sam LaPorta,0.501680886580729
PrizePicks,-0.092,0.5405,Under,NBA,9.5,Rebounds,1.85,Jayson Tatum,0.4908228413498421
Bovada,-0.092,0.5747,Under,NBA,22.5,Points + Rebounds,1.74,Yves Missi,0.5218261442832924
ESPNBet,-0.092,0.5348,Over,NFL,22.5,Total Pass Completions,1.87,Geno Smith,0.4855364769530173
BetMGM,-0.092,0.5348,Over,NFL,22.5,Total Pass Completions,1.87,Geno Smith,0.4855364769530173
HardRock,-0.092,0.5348,Over,NFL,22.5,Total Pass Completions,1.87,Geno Smith,0.4855364769530173
PointsBet,-0.0921,0.5128,Under,NFL,23.5,Total Pass Completions,1.95,Jared Goff,0.4655756207674943
Dabble,-0.0921,0.5464,Under,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.49612480453582286
Pinnacle,-0.0921,0.8065,Under,NHL,0.5,Total Player Goals,1.24,Rickard Rakell,0.7322148280063736
PrizePicks,-0.0921,0.5405,Under,NBA,31.5,Points + Rebounds + Assists,1.85,Jordan Poole,0.490783345463511
Sleeper,-0.0921,0.5155,Over,NBA,3.5,Rebounds,1.94,Mikal Bridges,0.46798782771767977
Bovada,-0.0921,0.5128,Under,NFL,34.5,Total Rushing Yards,1.95,Jaleel McLaughlin,0.4655756207674943
Fliff,-0.0921,0.5464,Under,NHL,1.5,Total Shots on Goal,1.83,Alex Killorn,0.49612480453582286
Sleeper,-0.0922,0.5848,Under,NBA,8.5,Rebounds + Assists,1.71,Derrick White,0.5308706711849622
Sleeper,-0.0922,0.5495,Over,NFL,23.5,Total Pass Completions,1.82,Sam Darnold,0.4988005058376562
HardRock,-0.0922,0.5848,Over,NBA,9.5,Rebounds + Assists,1.71,Kyrie Irving,0.5308706711849622
HardRock,-0.0922,0.5848,Under,NBA,8.5,Rebounds + Assists,1.71,Derrick White,0.5308706711849622
Fliff,-0.0922,0.6061,Under,NCAAB,8.5,Points,1.65,Ben Gold,0.5501801103507954
HardRock,-0.0922,0.5988,Over,NHL,2.5,Total Shots on Goal,1.67,Sidney Crosby,0.54356875031748
Sleeper,-0.0922,0.5556,Under,NBA,10.5,Rebounds,1.8,Jakob Poeltl,0.5043556122554669
BetMGM,-0.0922,0.4348,Over,NHL,3.5,Total Shots on Goal,2.3,Roman Josi,0.39469997748482033
ESPNBet,-0.0922,0.4348,Over,NHL,3.5,Total Shots on Goal,2.3,Roman Josi,0.39469997748482033
Fanatics,-0.0922,0.5988,Over,NHL,2.5,Total Shots on Goal,1.67,Sidney Crosby,0.54356875031748
ESPNBet,-0.0922,0.5988,Over,NHL,2.5,Total Shots on Goal,1.67,Sidney Crosby,0.54356875031748
Fliff,-0.0923,0.5348,Under,NBA,8.5,Points,1.87,Jordan Hawkins,0.4853853627995241
Unibet,-0.0923,0.5682,Under,NCAAB,12.5,Points,1.76,Dayvion McKnight,0.5157431306229081
Fanatics,-0.0923,0.5348,Under,NBA,17.5,Points,1.87,Mikal Bridges,0.4854136053929097
ESPNBet,-0.0923,0.5,Over,NFL,0.5,Total Interceptions Thrown,2.0,Jared Goff,0.4538280883043682
HardRock,-0.0923,0.5348,Under,NBA,17.5,Points,1.87,Mikal Bridges,0.4854136053929097
Fliff,-0.0923,0.5747,Under,NBA,19.5,Points + Rebounds + Assists,1.74,Herbert Jones,0.5216578821446816
Bovada,-0.0923,0.5348,Under,NBA,17.5,Points,1.87,Mikal Bridges,0.4854136053929097
Dabble,-0.0923,0.5464,Over,NBA,28.5,Points + Assists,1.83,Desmond Bane,0.4959947224578267
Fliff,-0.0923,0.5747,Under,NBA,17.5,Points + Rebounds + Assists,1.74,Trey Lyles,0.5216578821446816
BetRivers,-0.0924,0.5587,Over,NBA,23.5,Points + Assists,1.79,DeMar DeRozan,0.5070452067630958
Unibet,-0.0924,0.5587,Over,NBA,23.5,Points + Assists,1.79,DeMar DeRozan,0.5070452067630958
SugarHouse,-0.0924,0.5587,Over,NBA,23.5,Points + Assists,1.79,DeMar DeRozan,0.5070452067630958
Betr,-0.0924,0.5495,Over,NFL,28.5,Total Receiving Yards,1.82,Mike Gesicki,0.4986643724481289
Fliff,-0.0924,0.5348,Over,NBA,22.5,Points + Rebounds + Assists,1.87,Kyle Kuzma,0.48535740082710865
SugarHouse,-0.0924,0.578,Over,NBA,3.5,Assists,1.73,Anthony Davis,0.5246328426497224
BetMGM,-0.0924,0.303,Over,NHL,0.5,Total Player Goals,3.3,Drake Batherson,0.2750397456279809
BetMGM,-0.0924,0.4348,Under,NHL,1.5,Total Shots on Goal,2.3,Nick Suzuki,0.39461912894163653
Bovada,-0.0924,0.5348,Over,NBA,22.5,Points + Rebounds + Assists,1.87,Kyle Kuzma,0.48535740082710865
HardRock,-0.0924,0.5988,Under,NCAAB,5.5,Rebounds,1.67,Jerome Hunter,0.5434623813002191
Fliff,-0.0924,0.303,Over,NHL,0.5,Total Player Goals,3.3,Drake Batherson,0.2750397456279809
HardRock,-0.0924,0.5464,Under,NBA,38.5,Points + Rebounds,1.83,Anthony Davis,0.495958751393534
Bovada,-0.0924,0.565,Under,NBA,7.5,Assists,1.77,Jalen Brunson,0.5127421321038609
Dabble,-0.0924,0.5464,Under,NBA,38.5,Points + Rebounds,1.83,Anthony Davis,0.495958751393534
Unibet,-0.0924,0.578,Over,NBA,3.5,Assists,1.73,Anthony Davis,0.5246328426497224
Underdog,-0.0924,0.5495,Over,NFL,28.5,Total Receiving Yards,1.82,Mike Gesicki,0.4986643724481289
BetRivers,-0.0924,0.578,Over,NBA,3.5,Assists,1.73,Anthony Davis,0.5246328426497224
ESPNBet,-0.0924,0.565,Under,NFL,31.5,Total Passing Attempts,1.77,Russell Wilson,0.5127964487526399
HardRock,-0.0924,0.565,Under,NFL,31.5,Total Passing Attempts,1.77,Russell Wilson,0.5127964487526399
Underdog,-0.0924,0.5495,Under,NFL,11.5,Total Receiving Yards,1.82,D'Andre Swift,0.4986643724481289
HardRock,-0.0924,0.4348,Under,NHL,1.5,Total Shots on Goal,2.3,Nick Suzuki,0.39461912894163653
Underdog,-0.0924,0.5495,Under,NFL,1.5,Total Passing Touchdowns,1.82,Bo Nix,0.4986643724481289
ESPNBet,-0.0924,0.4348,Under,NHL,1.5,Total Shots on Goal,2.3,Nick Suzuki,0.39461912894163653
Sleeper,-0.0924,0.5435,Under,NFL,8.5,Total Kicking Points,1.84,Chase McLaughlin,0.49327645367708434
Dabble,-0.0924,0.5464,Under,NBA,25.5,Points + Assists,1.83,Trey Murphy III,0.495958751393534
DraftKings,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Jaren Jackson Jr.,0.3781075716041214
Fliff,-0.0925,0.6173,Under,NHL,0.5,Total Points,1.62,Mike Matheson,0.5602092402354947
SugarHouse,-0.0925,0.6369,Over,NBA,1.5,Steals,1.57,Kentavious Caldwell-Pope,0.578008773602899
Unibet,-0.0925,0.5495,Over,NBA,31.5,Points + Rebounds,1.82,De'Aaron Fox,0.4986406674791413
BetRivers,-0.0925,0.6369,Over,NBA,1.5,Steals,1.57,Kentavious Caldwell-Pope,0.578008773602899
BetMGM,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Jaren Jackson Jr.,0.3781075716041214
BetRivers,-0.0925,0.5495,Over,NBA,31.5,Points + Rebounds,1.82,De'Aaron Fox,0.4986406674791413
Fliff,-0.0925,0.6173,Under,NHL,0.5,Total Points,1.62,Evgeni Malkin,0.5602092402354947
Unibet,-0.0925,0.6173,Under,NHL,0.5,Total Points,1.62,Mike Matheson,0.5602092402354947
Unibet,-0.0925,0.6369,Over,NBA,1.5,Steals,1.57,Kentavious Caldwell-Pope,0.578008773602899
SugarHouse,-0.0925,0.5495,Over,NBA,31.5,Points + Rebounds,1.82,De'Aaron Fox,0.4986406674791413
HardRock,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Jaren Jackson Jr.,0.3781075716041214
ESPNBet,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Jaren Jackson Jr.,0.3781075716041214
ESPNBet,-0.0925,0.6173,Under,NHL,2.5,Total Shots on Goal,1.62,Seth Jones,0.5601761669017645
BetMGM,-0.0925,0.6173,Under,NHL,2.5,Total Shots on Goal,1.62,Seth Jones,0.5601761669017645
ESPNBet,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Darius Garland,0.3781075716041214
HardRock,-0.0925,0.6173,Under,NHL,2.5,Total Shots on Goal,1.62,Seth Jones,0.5601761669017645
BetMGM,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Darius Garland,0.3781075716041214
BetMGM,-0.0925,0.4878,Under,NBA,5.5,Rebounds,2.05,Cade Cunningham,0.44270384061978846
PointsBet,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Darius Garland,0.3781075716041214
Rebet,-0.0925,0.6173,Under,NHL,2.5,Total Shots on Goal,1.62,Dylan Holloway,0.5601794005741283
BetMGM,-0.0925,0.5,Over,NBA,5.5,Rebounds,2.0,Kyle Kuzma,0.45377331858872416
HardRock,-0.0925,0.4167,Over,NBA,1.5,Steals,2.4,Darius Garland,0.3781075716041214
PointsBet,-0.0925,0.4167,Over,NBA,1.5,Blocks,2.4,Evan Mobley,0.3781075716041214
HardRock,-0.0926,0.5556,Under,NBA,26.5,Points + Rebounds + Assists,1.8,Isaiah Hartenstein,0.50413369718101
Bovada,-0.0926,0.5464,Over,NBA,26.5,Points + Rebounds + Assists,1.83,Isaiah Hartenstein,0.4958663028189901
Fliff,-0.0926,0.5747,Over,NBA,14.5,Rebounds + Assists,1.74,Jalen Johnson,0.5214889074538197
Sleeper,-0.0926,0.5747,Over,NBA,17.5,Points + Assists,1.74,Malik Beasley,0.5214889074538197
BetMGM,-0.0926,0.5556,Under,NBA,26.5,Points + Rebounds + Assists,1.8,Isaiah Hartenstein,0.50413369718101
ESPNBet,-0.0926,0.5556,Under,NBA,26.5,Points + Rebounds + Assists,1.8,Isaiah Hartenstein,0.50413369718101
HardRock,-0.0926,0.5747,Under,NFL,1.5,Total Passing Touchdowns,1.74,Kyler Murray,0.5214889074538197
Pick6,-0.0926,0.5747,Under,NBA,18.5,Points + Rebounds,1.74,Rui Hachimura,0.5214889074538197
HardRock,-0.0926,0.5848,Over,NBA,2.5,3-Pointers,1.71,Fred VanVleet,0.5306674634221991
Pick6,-0.0926,0.5747,Under,NBA,21.5,Points + Assists,1.74,Mikal Bridges,0.5214889074538197
Fliff,-0.0926,0.5747,Over,NBA,12.5,Points + Rebounds + Assists,1.74,Isaiah Stewart,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,21.5,Points + Assists,1.74,Mikal Bridges,0.5214889074538197
Pinnacle,-0.0926,0.5747,Under,NFL,1.5,Total Passing Touchdowns,1.74,Kyler Murray,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,18.5,Points + Rebounds,1.74,Rui Hachimura,0.5214889074538197
Sleeper,-0.0926,0.5747,Under,NBA,18.5,Points + Rebounds,1.74,Spencer Dinwiddie,0.5214889074538197
Fliff,-0.0926,0.5747,Over,NBA,12.5,Rebounds + Assists,1.74,Jakob Poeltl,0.5214889074538197
Pick6,-0.0926,0.5747,Over,NFL,7.5,Total Receptions,1.74,Brock Bowers,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,11.5,Rebounds + Assists,1.74,Zach Edey,0.5214889074538197
Pick6,-0.0926,0.5747,Under,NBA,20.5,Points + Assists,1.74,Spencer Dinwiddie,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,15.5,Points + Rebounds + Assists,1.74,Caris LeVert,0.5214889074538197
Fliff,-0.0926,0.5747,Over,NBA,15.5,Points + Assists,1.74,Gradey Dick,0.5214889074538197
Fliff,-0.0926,0.5747,Over,NBA,15.5,Points + Rebounds,1.74,Trey Lyles,0.5214889074538197
DraftKings,-0.0926,0.5747,Over,NBA,15.5,Points + Rebounds,1.74,Trey Lyles,0.5214889074538197
Pick6,-0.0926,0.5747,Over,NBA,11.5,Points,1.74,Jaylen Wells,0.5214889074538197
Fliff,-0.0926,0.5747,Over,NBA,11.5,Points,1.74,Jaylen Wells,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,26.5,Points + Assists,1.74,C.J. McCollum,0.5214889074538197
Fliff,-0.0926,0.6536,Under,NHL,0.5,Total Points,1.53,Jake Neighbours,0.5930717664116776
Pick6,-0.0926,0.5747,Under,NBA,26.5,Points + Assists,1.74,C.J. McCollum,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,28.5,Points + Rebounds,1.74,Scottie Barnes,0.5214889074538197
Sleeper,-0.0926,0.565,Under,NHL,3.5,Total Shots on Goal,1.77,Filip Forsberg,0.5126521688471561
Bovada,-0.0926,0.5747,Under,NBA,28.5,Points + Rebounds,1.74,Scottie Barnes,0.5214889074538197
DraftKings,-0.0926,0.4167,Over,NBA,1.5,3-Pointers,2.4,Alexandre Sarr,0.37808518426285664
PointsBet,-0.0926,0.4167,Over,NBA,1.5,3-Pointers,2.4,Alexandre Sarr,0.37808518426285664
Sleeper,-0.0926,0.5747,Under,NBA,6.5,Rebounds + Assists,1.74,Rui Hachimura,0.5214889074538197
Pick6,-0.0926,0.5747,Under,NBA,12.5,Rebounds + Assists,1.74,Jalen Duren,0.5214889074538197
Sleeper,-0.0926,0.5525,Under,NBA,33.5,Points + Assists,1.81,Jayson Tatum,0.501323071575901
Fliff,-0.0926,0.5747,Under,NFL,11.5,Longest Reception,1.74,Aaron Jones,0.5214889074538197
Unibet,-0.0926,0.5747,Over,NBA,14.5,Rebounds + Assists,1.74,Dejounte Murray,0.5214889074538197
SugarHouse,-0.0926,0.5747,Over,NBA,14.5,Rebounds + Assists,1.74,Dejounte Murray,0.5214889074538197
Fliff,-0.0926,0.5747,Under,NBA,33.5,Points + Rebounds,1.74,Cade Cunningham,0.5214889074538197
DraftKings,-0.0926,0.5348,Under,NBA,16.5,Points,1.87,Malik Beasley,0.4852543986786572
Fliff,-0.0926,0.5747,Over,NBA,24.5,Points + Assists,1.74,Jalen Johnson,0.5214889074538197
